_id,fingerprint,doi,name,Ce,Sbet,calcination_temp,calcination_time,Dpore,Vtotal,calcination_flowing_gas,calcination_reactive_gas,synthesis_para,synthesis,description,particle_size_nm,crystallite_size_nm,phase_types,phase_flag,microscopy,morphology,image_path,pretreatment_temp,pretreatment_o2_vol%,pretreatment_time_h,osc,hierarchical,lattice_parameter_A,Zr,Cu,Ea_apparent,Ni,Pr,Sn,Hf,La,Mn,Fe,Co,Sm,Zn,Nd,Pm,Ag,Ru,Eu,Tb,Gd,Bi,Cr,Y,Ti,deposit,Sr,Sc,Yb,Nb,Al,Ga,Ho,Lu,single_phase_binary
69b7d52f9605ebc57c753139,f6aefbfa2336e3ec1a971e8d41645a5e3ccec2d2,10.1016/j.fuel.2022.126196,550-CC,0.81,62.0,550.0,5.104533468559837,7.1,0.11,0.0,0.0,"CuO-CeO2 catalysts (Cu:Ce molar ratio 1:4) were prepared via a direct solvothermal method [22]. Briefly, 0.53 g Cu(NO3)2⋅3H2O and 3.81 g Ce(NO3)3⋅6H2O were dissolved in 22 mL EG and the solution was put into an autoclave with a volume of 80 mL. The solvothermal procedure, with continuous stirring, took place at 180 °C for 3 h. The suspension was filtered, and washed with deionized water and ethanol. The solid was dried at 120 °C overnight and divided into five shares. Each share was subjected to activation in air at 350, 450, 550, 650, or 800 °C to obtain catalysts denoted as 350-CC, 450-CC, 550-CC, 650-CC, and 800-CC, respectively.",hydrothermal,solid solution,,10.5,Fluorite & CuO,multi,True,nanoparticle,TEM_50nm_69b7d52f9605ebc57c753139.png,200.0,0.0,1.0,,False,5.438,0.0,0.19,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
69b7d5309605ebc57c75313b,686757b5604ceeb5d59b30000c6679e736482286,10.1016/j.fuel.2022.126196,800-CC,0.803,0.7,850.0,5.104533468559837,26.6,0.005,0.0,0.0,"CuO-CeO2 catalysts (Cu:Ce molar ratio 1:4) were prepared via a direct solvothermal method [22]. Briefly, 0.53 g Cu(NO3)2⋅3H2O and 3.81 g Ce(NO3)3⋅6H2O were dissolved in 22 mL EG and the solution was put into an autoclave with a volume of 80 mL. The solvothermal procedure, with continuous stirring, took place at 180 °C for 3 h. The suspension was filtered, and washed with deionized water and ethanol. The solid was dried at 120 °C overnight and divided into five shares. Each share was subjected to activation in air at 350, 450, 550, 650, or 800 °C to obtain catalysts denoted as 350-CC, 450-CC, 550-CC, 650-CC, and 800-CC, respectively.",hydrothermal,solid solution,,38.8,Fluorite & CuO,multi,False,,,200.0,0.0,1.0,,False,5.472,0.0,0.197,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
69b7d5309605ebc57c75313d,9ad0cf5360bdae9dc94cab92869d43f679fba729,10.1016/j.cattod.2023.02.014,Ce95Cu5,0.95,39.0,550.0,4.0,11.0,0.14,,,"Pure (Ce100) and Cu-doped (Ce95Cu5) ceria was prepared through a hydrothermal synthesis procedure [15], [30]. The 5 at% Cu loading was chosen with the aim of creating a Ce-Cu solid solution and to avoid the segregation of big CuO particles. Ce(NO3)3·6H2O and Cu(NO3)2·3H2O (both provided by Sigma-Aldrich) were employed as metal precursors. In detail, a total of 20 mmol of nitrates (of which 19 mmol of cerium nitrate and 1 mmol of copper nitrate for the Ce95Cu5 sample) were dissolved in 10 mL of deionized water. This solution was then added dropwise to a second solution prepared by dissolving 48 g of NaOH (Sigma-Aldrich) in 70 mL of deionized water. After stirring at room temperature (RT) for 1 h, the thus obtained mixture was heated at 180 °C for 24 h in an autoclave. Subsequently, the sludgy precipitate was rinsed several times with ethanol and deionized water, in order to remove Na traces, and then it was dried at 70 °C overnight. Finally, the solid powder was gently crushed in a mortar and calcined in air at 550 °C for 4 h.",hydrothermal,solid solution,,20.0,Fluorite,single,True,spherical,TEM_100nm_69b7d5309605ebc57c75313d.png,100.0,20.0,0.5,,False,,0.0,0.05,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69b7d5319605ebc57c75313f,dc79ba1951134b526d7e35188834656110e61479,10.1016/j.cattod.2023.02.014,Ce100,1.0,7.0,550.0,4.0,30.0,0.05,,,"Pure (Ce100) and Cu-doped (Ce95Cu5) ceria was prepared through a hydrothermal synthesis procedure [15], [30]. The 5 at% Cu loading was chosen with the aim of creating a Ce-Cu solid solution and to avoid the segregation of big CuO particles. Ce(NO3)3·6H2O and Cu(NO3)2·3H2O (both provided by Sigma-Aldrich) were employed as metal precursors. In detail, a total of 20 mmol of nitrates (of which 19 mmol of cerium nitrate and 1 mmol of copper nitrate for the Ce95Cu5 sample) were dissolved in 10 mL of deionized water. This solution was then added dropwise to a second solution prepared by dissolving 48 g of NaOH (Sigma-Aldrich) in 70 mL of deionized water. After stirring at room temperature (RT) for 1 h, the thus obtained mixture was heated at 180 °C for 24 h in an autoclave. Subsequently, the sludgy precipitate was rinsed several times with ethanol and deionized water, in order to remove Na traces, and then it was dried at 70 °C overnight. Finally, the solid powder was gently crushed in a mortar and calcined in air at 550 °C for 4 h.",hydrothermal,solid solution,,144.0,Fluorite,single,True,cubic,TEM_200nm_69b7d5319605ebc57c75313f.png,100.0,20.0,0.5,,False,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69b7d5329605ebc57c753141,8a27b056de891ae0f476334865c885eed8e5a0b5,10.1016/j.cattod.2021.11.040,Ce90La10,0.9,9.0,650.0,4.0,16.0,0.037,,,"The six materials investigated in this study were prepared by doping ceria with different quantities (i.e. 10%, 25% or 50% atomic) of lanthanum or neodymium. The samples were named CeXXReYY, where Re is the doping rare earth (La or Nd) while XX and YY are the atomic percentages of Ce and of the doping element, respectively. A hydrothermal synthesis route was used, following a procedure reported elsewhere [23], [32]. In brief, 48 g of NaOH (Carlo Erba Reagents) were dissolved in 70 mL of deionized water, stirring for 30 min to dissipate the released heat. Meanwhile, another solution was prepared by mixing appropriate amounts (20 mmol in all) of Ce(NO3)3·6H2O, La(NO3)3·6H2O or Nd(NO3)3·6H2O (all provided by Sigma-Aldrich) in 10 mL of deionized water. The latter solution was then slowly added dropwise to the first one, stirring for 1 h at room temperature (RT). The thus obtained cloudy mixture was then poured into a PTFE liner and placed into a stainless steel autoclave, which was put in an oven and heated at 180 °C for 24 h. Afterwards, the muddy precipitate was rinsed several times with deionized water and ethanol and dried at 70 °C overnight. Finally, the powder obtained was gently ground in a mortar and calcined in an oven at 650 °C for 4 h.",hydrothermal,solid solution,,42.0,Fluorite,single,True,cubic,SEM_200nm_69b7d5329605ebc57c753141.png,100.0,20.0,0.5,,False,0.5447,0.0,0.0,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69b7d5329605ebc57c753143,4168580fef152119e4f2663d6f3f2cbd9f7ef1a4,10.1016/j.cattod.2021.11.040,Ce75La25,0.75,14.0,650.0,4.0,12.0,0.041,,,"The six materials investigated in this study were prepared by doping ceria with different quantities (i.e. 10%, 25% or 50% atomic) of lanthanum or neodymium. The samples were named CeXXReYY, where Re is the doping rare earth (La or Nd) while XX and YY are the atomic percentages of Ce and of the doping element, respectively. A hydrothermal synthesis route was used, following a procedure reported elsewhere [23], [32]. In brief, 48 g of NaOH (Carlo Erba Reagents) were dissolved in 70 mL of deionized water, stirring for 30 min to dissipate the released heat. Meanwhile, another solution was prepared by mixing appropriate amounts (20 mmol in all) of Ce(NO3)3·6H2O, La(NO3)3·6H2O or Nd(NO3)3·6H2O (all provided by Sigma-Aldrich) in 10 mL of deionized water. The latter solution was then slowly added dropwise to the first one, stirring for 1 h at room temperature (RT). The thus obtained cloudy mixture was then poured into a PTFE liner and placed into a stainless steel autoclave, which was put in an oven and heated at 180 °C for 24 h. Afterwards, the muddy precipitate was rinsed several times with deionized water and ethanol and dried at 70 °C overnight. Finally, the powder obtained was gently ground in a mortar and calcined in an oven at 650 °C for 4 h.",hydrothermal,solid solution,,12.0,Fluorite & CexLayOz,multi,True,cubic,SEM_200nm_69b7d5329605ebc57c753143.png,100.0,20.0,0.5,,False,0.5495,0.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
69b7d5339605ebc57c753145,0c9849e52f86cc76450937bb677473577a7be378,10.1016/j.cattod.2021.11.040,Ce50La50,0.5,18.0,650.0,4.0,10.0,0.047,,,"The six materials investigated in this study were prepared by doping ceria with different quantities (i.e. 10%, 25% or 50% atomic) of lanthanum or neodymium. The samples were named CeXXReYY, where Re is the doping rare earth (La or Nd) while XX and YY are the atomic percentages of Ce and of the doping element, respectively. A hydrothermal synthesis route was used, following a procedure reported elsewhere [23], [32]. In brief, 48 g of NaOH (Carlo Erba Reagents) were dissolved in 70 mL of deionized water, stirring for 30 min to dissipate the released heat. Meanwhile, another solution was prepared by mixing appropriate amounts (20 mmol in all) of Ce(NO3)3·6H2O, La(NO3)3·6H2O or Nd(NO3)3·6H2O (all provided by Sigma-Aldrich) in 10 mL of deionized water. The latter solution was then slowly added dropwise to the first one, stirring for 1 h at room temperature (RT). The thus obtained cloudy mixture was then poured into a PTFE liner and placed into a stainless steel autoclave, which was put in an oven and heated at 180 °C for 24 h. Afterwards, the muddy precipitate was rinsed several times with deionized water and ethanol and dried at 70 °C overnight. Finally, the powder obtained was gently ground in a mortar and calcined in an oven at 650 °C for 4 h.",hydrothermal,solid solution,,11.0,Fluorite & CexLayOz,multi,True,nanorods,SEM_200nm_69b7d5339605ebc57c753145.png,100.0,20.0,0.5,,False,0.5592,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
69b7d5349605ebc57c753147,bf7056c78cef1f8f527f2ea4d76fcc417325dcb0,10.1016/j.cattod.2021.11.040,Ce90Nd10,0.9,10.0,650.0,4.0,27.0,0.075,,,"The six materials investigated in this study were prepared by doping ceria with different quantities (i.e. 10%, 25% or 50% atomic) of lanthanum or neodymium. The samples were named CeXXReYY, where Re is the doping rare earth (La or Nd) while XX and YY are the atomic percentages of Ce and of the doping element, respectively. A hydrothermal synthesis route was used, following a procedure reported elsewhere [23], [32]. In brief, 48 g of NaOH (Carlo Erba Reagents) were dissolved in 70 mL of deionized water, stirring for 30 min to dissipate the released heat. Meanwhile, another solution was prepared by mixing appropriate amounts (20 mmol in all) of Ce(NO3)3·6H2O, La(NO3)3·6H2O or Nd(NO3)3·6H2O (all provided by Sigma-Aldrich) in 10 mL of deionized water. The latter solution was then slowly added dropwise to the first one, stirring for 1 h at room temperature (RT). The thus obtained cloudy mixture was then poured into a PTFE liner and placed into a stainless steel autoclave, which was put in an oven and heated at 180 °C for 24 h. Afterwards, the muddy precipitate was rinsed several times with deionized water and ethanol and dried at 70 °C overnight. Finally, the powder obtained was gently ground in a mortar and calcined in an oven at 650 °C for 4 h.",hydrothermal,solid solution,,109.0,Fluorite,single,True,cubic,SEM_200nm_69b7d5349605ebc57c753147.png,100.0,20.0,0.5,,False,0.5431,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69b7d5349605ebc57c753149,2feb6530f524e985a20cc9cb598916438e2ae046,10.1016/j.cattod.2021.11.040,Ce75Nd25,0.75,13.0,650.0,4.0,20.0,0.066,,,"The six materials investigated in this study were prepared by doping ceria with different quantities (i.e. 10%, 25% or 50% atomic) of lanthanum or neodymium. The samples were named CeXXReYY, where Re is the doping rare earth (La or Nd) while XX and YY are the atomic percentages of Ce and of the doping element, respectively. A hydrothermal synthesis route was used, following a procedure reported elsewhere [23], [32]. In brief, 48 g of NaOH (Carlo Erba Reagents) were dissolved in 70 mL of deionized water, stirring for 30 min to dissipate the released heat. Meanwhile, another solution was prepared by mixing appropriate amounts (20 mmol in all) of Ce(NO3)3·6H2O, La(NO3)3·6H2O or Nd(NO3)3·6H2O (all provided by Sigma-Aldrich) in 10 mL of deionized water. The latter solution was then slowly added dropwise to the first one, stirring for 1 h at room temperature (RT). The thus obtained cloudy mixture was then poured into a PTFE liner and placed into a stainless steel autoclave, which was put in an oven and heated at 180 °C for 24 h. Afterwards, the muddy precipitate was rinsed several times with deionized water and ethanol and dried at 70 °C overnight. Finally, the powder obtained was gently ground in a mortar and calcined in an oven at 650 °C for 4 h.",hydrothermal,solid solution,,36.0,Fluorite & CexNdyOz,multi,True,cubic,SEM_200nm_69b7d5349605ebc57c753149.png,100.0,20.0,0.5,,False,0.5466,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
69b7d5359605ebc57c75314b,0ebdc5004cabefefb117b40db489b8fb3a93db7d,10.1016/j.cattod.2021.11.040,Ce50Nd50,0.5,12.0,650.0,4.0,12.0,0.038,,,"The six materials investigated in this study were prepared by doping ceria with different quantities (i.e. 10%, 25% or 50% atomic) of lanthanum or neodymium. The samples were named CeXXReYY, where Re is the doping rare earth (La or Nd) while XX and YY are the atomic percentages of Ce and of the doping element, respectively. A hydrothermal synthesis route was used, following a procedure reported elsewhere [23], [32]. In brief, 48 g of NaOH (Carlo Erba Reagents) were dissolved in 70 mL of deionized water, stirring for 30 min to dissipate the released heat. Meanwhile, another solution was prepared by mixing appropriate amounts (20 mmol in all) of Ce(NO3)3·6H2O, La(NO3)3·6H2O or Nd(NO3)3·6H2O (all provided by Sigma-Aldrich) in 10 mL of deionized water. The latter solution was then slowly added dropwise to the first one, stirring for 1 h at room temperature (RT). The thus obtained cloudy mixture was then poured into a PTFE liner and placed into a stainless steel autoclave, which was put in an oven and heated at 180 °C for 24 h. Afterwards, the muddy precipitate was rinsed several times with deionized water and ethanol and dried at 70 °C overnight. Finally, the powder obtained was gently ground in a mortar and calcined in an oven at 650 °C for 4 h.",hydrothermal,solid solution,,20.0,Fluorite & CexNdyOz,multi,True,nanorods,SEM_200nm_69b7d5359605ebc57c75314b.png,100.0,20.0,0.5,,False,0.5506,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
69b7d5369605ebc57c75314d,dfc40d4834e1311e863170503fb7f235f364537b,10.1016/j.apcatb.2018.02.035,CeO2-NC,1.0,39.5,500.0,2.0,12.5,0.12,1.0,0.0,"All chemicals used in this work were of analytical reagent grade. Ce(NO3)3·6H2O (purity ≥99.0%, Fluka) and Cu(NO3)2·2.5H2O (Fluka) were used as precursors for the preparation of ceria and Cu/Ceria materials. NaOH (purity ≥98%, Sigma-Aldrich) and ethanol (purity 99.8%, ACROS) were also employed during the synthesis procedure. Bare ceria nanoparticles were initially synthesized by the hydrothermal method [28]. For the synthesis of ceria nanorods (CeO2-NR), 2.75 mol NaOH was initially dissolved in 75 mL of double deionized water. Then, 175 mL of aqueous solution containing 23 mmol Ce(NO3)3·6H2O (0.13 M) was added in the above solution under vigorous stirring until the formation of a milky slurry. The mixture was left for additional stirring for 1 h. The final slurry was then transferred into a Teflon bottle and aged at 90 °C for 24 h. To obtain the CeO2-NP sample, the same procedure was followed as above with only one variation: 0.45 mol NaOH instead of 2.75 mol was utilized. For the synthesis of ceria nanocubes (CeO2-NC), the procedure followed for the preparation of Ceria-NR was employed, whereas the final aging was performed at 180 °C instead of 90 °C. Afterwards, the solid products were recovered by centrifugation. The materials were washed thoroughly with double deionized water until pH 7, in order to remove any co-precipitated salts and then washed with ethanol to avoid agglomeration. The precipitate was dried at 90 °C for 12 h, followed by calcination at 500 °C for 2 h under air flow (heating ramp 5 °C/min).",hydrothermal,solid solution,,19.2,Fluorite,single,True,cubic,TEM_100nm_69b7d5369605ebc57c75314d.png,0.0,0.0,0.0,,False,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69b7d5369605ebc57c75314f,280b0cd226e6a1e4767f191724527cffaad65e83,10.1016/j.apcatb.2018.02.035,CeO2-NP,1.0,109.4,500.0,2.0,38.1,1.04,1.0,0.0,"All chemicals used in this work were of analytical reagent grade. Ce(NO3)3·6H2O (purity ≥99.0%, Fluka) and Cu(NO3)2·2.5H2O (Fluka) were used as precursors for the preparation of ceria and Cu/Ceria materials. NaOH (purity ≥98%, Sigma-Aldrich) and ethanol (purity 99.8%, ACROS) were also employed during the synthesis procedure. Bare ceria nanoparticles were initially synthesized by the hydrothermal method [28]. For the synthesis of ceria nanorods (CeO2-NR), 2.75 mol NaOH was initially dissolved in 75 mL of double deionized water. Then, 175 mL of aqueous solution containing 23 mmol Ce(NO3)3·6H2O (0.13 M) was added in the above solution under vigorous stirring until the formation of a milky slurry. The mixture was left for additional stirring for 1 h. The final slurry was then transferred into a Teflon bottle and aged at 90 °C for 24 h. To obtain the CeO2-NP sample, the same procedure was followed as above with only one variation: 0.45 mol NaOH instead of 2.75 mol was utilized. For the synthesis of ceria nanocubes (CeO2-NC), the procedure followed for the preparation of Ceria-NR was employed, whereas the final aging was performed at 180 °C instead of 90 °C. Afterwards, the solid products were recovered by centrifugation. The materials were washed thoroughly with double deionized water until pH 7, in order to remove any co-precipitated salts and then washed with ethanol to avoid agglomeration. The precipitate was dried at 90 °C for 12 h, followed by calcination at 500 °C for 2 h under air flow (heating ramp 5 °C/min).",hydrothermal,solid solution,,9.5,Fluorite,single,True,polyhedra,TEM_100nm_69b7d5369605ebc57c75314f.png,0.0,0.0,0.0,,False,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69b7d5379605ebc57c753151,72ccf0ca218abe596de14120fb0a08756c13ac48,10.1016/j.apcatb.2018.02.035,CeO2-NR,1.0,91.8,500.0,2.0,30.9,0.71,1.0,0.0,"All chemicals used in this work were of analytical reagent grade. Ce(NO3)3·6H2O (purity ≥99.0%, Fluka) and Cu(NO3)2·2.5H2O (Fluka) were used as precursors for the preparation of ceria and Cu/Ceria materials. NaOH (purity ≥98%, Sigma-Aldrich) and ethanol (purity 99.8%, ACROS) were also employed during the synthesis procedure. Bare ceria nanoparticles were initially synthesized by the hydrothermal method [28]. For the synthesis of ceria nanorods (CeO2-NR), 2.75 mol NaOH was initially dissolved in 75 mL of double deionized water. Then, 175 mL of aqueous solution containing 23 mmol Ce(NO3)3·6H2O (0.13 M) was added in the above solution under vigorous stirring until the formation of a milky slurry. The mixture was left for additional stirring for 1 h. The final slurry was then transferred into a Teflon bottle and aged at 90 °C for 24 h. To obtain the CeO2-NP sample, the same procedure was followed as above with only one variation: 0.45 mol NaOH instead of 2.75 mol was utilized. For the synthesis of ceria nanocubes (CeO2-NC), the procedure followed for the preparation of Ceria-NR was employed, whereas the final aging was performed at 180 °C instead of 90 °C. Afterwards, the solid products were recovered by centrifugation. The materials were washed thoroughly with double deionized water until pH 7, in order to remove any co-precipitated salts and then washed with ethanol to avoid agglomeration. The precipitate was dried at 90 °C for 12 h, followed by calcination at 500 °C for 2 h under air flow (heating ramp 5 °C/min).",hydrothermal,solid solution,,13.2,Fluorite,single,True,nanorods,TEM_100nm_69b7d5379605ebc57c753151.png,0.0,0.0,0.0,,False,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69b7d5389605ebc57c753153,ee7a958035bcda51bcee4d49477a750747e4582d,10.1021/acs.chemmater.4c02109,CeLa05,0.95,81.9,400.0,5.104533468559837,,,,,"Three nano-Ce1–xLaxO2 (x = 0.05, 0.1 and 0.15) powders were synthesized by the nonaqueous sol–gel method using oleylamine as the surfactant and diphenyl ether as the aging agent. (20) In a typical preparation, 25 mL of oleylamine mixed with 75 mL of oleic acid was heated on a hot plate to 120 °C with stirring. Ce(NO3)3·6H2O (Alfa-Aesar, 99.99%) and La(NO3)3·6H2O (Sigma-Aldrich, 99.99%) were added to the mixture at the required molar concentration such that the total amount of the nitrites will be 10 g. Diphenyl ether, 10 mL, was added. The hot plate temperature was raised to 200 °C for two more hours. After the mixture cooled, ethanol was added, and the samples were centrifuged. Additional heat treatment was conducted at 400 °C in an air furnace to remove all organic residues. Henceforth, the three compositions will be referred to as CeLa05 (5% La3+), CeLa10 (10% La3+), and CeLa15 (15% La3+), respectively.",sol-gel,solid solution,,5.6,Fluorite,single,False,,,0.0,0.0,0.0,167 umol O2 g-1,False,5.4302,0.0,0.0,,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69b7d5389605ebc57c753154,ad098df22a2913106f5692a8f45de6ffe66eb3f5,10.1021/acs.chemmater.4c02109,CeLa05,0.95,24.9,600.0,5.104533468559837,,,,,"Three nano-Ce1–xLaxO2 (x = 0.05, 0.1 and 0.15) powders were synthesized by the nonaqueous sol–gel method using oleylamine as the surfactant and diphenyl ether as the aging agent. (20) In a typical preparation, 25 mL of oleylamine mixed with 75 mL of oleic acid was heated on a hot plate to 120 °C with stirring. Ce(NO3)3·6H2O (Alfa-Aesar, 99.99%) and La(NO3)3·6H2O (Sigma-Aldrich, 99.99%) were added to the mixture at the required molar concentration such that the total amount of the nitrites will be 10 g. Diphenyl ether, 10 mL, was added. The hot plate temperature was raised to 200 °C for two more hours. After the mixture cooled, ethanol was added, and the samples were centrifuged. Additional heat treatment was conducted at 400 °C in an air furnace to remove all organic residues. Henceforth, the three compositions will be referred to as CeLa05 (5% La3+), CeLa10 (10% La3+), and CeLa15 (15% La3+), respectively.",sol-gel,solid solution,,12.7,Fluorite,single,False,,,0.0,0.0,0.0,213 umol O2 g-1,False,5.4302,0.0,0.0,,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69b7d5399605ebc57c753155,6f053d62124b166367518e1f76a6bf488f961711,10.1021/acs.chemmater.4c02109,CeLa10,0.9,104.4,400.0,5.104533468559837,,,,,"Three nano-Ce1–xLaxO2 (x = 0.05, 0.1 and 0.15) powders were synthesized by the nonaqueous sol–gel method using oleylamine as the surfactant and diphenyl ether as the aging agent. (20) In a typical preparation, 25 mL of oleylamine mixed with 75 mL of oleic acid was heated on a hot plate to 120 °C with stirring. Ce(NO3)3·6H2O (Alfa-Aesar, 99.99%) and La(NO3)3·6H2O (Sigma-Aldrich, 99.99%) were added to the mixture at the required molar concentration such that the total amount of the nitrites will be 10 g. Diphenyl ether, 10 mL, was added. The hot plate temperature was raised to 200 °C for two more hours. After the mixture cooled, ethanol was added, and the samples were centrifuged. Additional heat treatment was conducted at 400 °C in an air furnace to remove all organic residues. Henceforth, the three compositions will be referred to as CeLa05 (5% La3+), CeLa10 (10% La3+), and CeLa15 (15% La3+), respectively.",sol-gel,solid solution,,4.9,Fluorite,single,False,,,0.0,0.0,0.0,108 umol O2 g-1,False,5.4454,0.0,0.0,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69b7d5399605ebc57c753156,85e796ec27b9bf5ab8b6a4eb1b8e83958572e47b,10.1021/acs.chemmater.4c02109,CeLa10,0.9,40.8,600.0,5.104533468559837,,,,,"Three nano-Ce1–xLaxO2 (x = 0.05, 0.1 and 0.15) powders were synthesized by the nonaqueous sol–gel method using oleylamine as the surfactant and diphenyl ether as the aging agent. (20) In a typical preparation, 25 mL of oleylamine mixed with 75 mL of oleic acid was heated on a hot plate to 120 °C with stirring. Ce(NO3)3·6H2O (Alfa-Aesar, 99.99%) and La(NO3)3·6H2O (Sigma-Aldrich, 99.99%) were added to the mixture at the required molar concentration such that the total amount of the nitrites will be 10 g. Diphenyl ether, 10 mL, was added. The hot plate temperature was raised to 200 °C for two more hours. After the mixture cooled, ethanol was added, and the samples were centrifuged. Additional heat treatment was conducted at 400 °C in an air furnace to remove all organic residues. Henceforth, the three compositions will be referred to as CeLa05 (5% La3+), CeLa10 (10% La3+), and CeLa15 (15% La3+), respectively.",sol-gel,solid solution,,9.8,Fluorite,single,False,,,0.0,0.0,0.0,369 umol O2 g-1,False,5.4414,0.0,0.0,,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69b7d53a9605ebc57c753157,4fb2007d5b724a4a14437f43c10c1bcee95d9671,10.1021/acs.chemmater.4c02109,CeLa15,0.6296296296296295,135.8,400.0,5.104533468559837,,,,,"Three nano-Ce1–xLaxO2 (x = 0.05, 0.1 and 0.15) powders were synthesized by the nonaqueous sol–gel method using oleylamine as the surfactant and diphenyl ether as the aging agent. (20) In a typical preparation, 25 mL of oleylamine mixed with 75 mL of oleic acid was heated on a hot plate to 120 °C with stirring. Ce(NO3)3·6H2O (Alfa-Aesar, 99.99%) and La(NO3)3·6H2O (Sigma-Aldrich, 99.99%) were added to the mixture at the required molar concentration such that the total amount of the nitrites will be 10 g. Diphenyl ether, 10 mL, was added. The hot plate temperature was raised to 200 °C for two more hours. After the mixture cooled, ethanol was added, and the samples were centrifuged. Additional heat treatment was conducted at 400 °C in an air furnace to remove all organic residues. Henceforth, the three compositions will be referred to as CeLa05 (5% La3+), CeLa10 (10% La3+), and CeLa15 (15% La3+), respectively.",sol-gel,solid solution,,4.0,Fluorite,single,False,,,0.0,0.0,0.0,156 umol O2 g-1,False,5.4596,0.0,0.0,,0.0,0.0,0.0,0.0,0.37037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
